,pt.breadcereal,pt.meat,pt.fish,pt.milk,pt.fat,pt.fruit,pt.vegetable,pt.sugar,pt.other,pt.nonalc,total.expenditure,wt.breadcereal,wt.meat,wt.fish,wt.milk,wt.fat,wt.fruit,wt.vegetable,wt.sugar,wt.other,wt.nonalc,d.econ.active,d.n.child,d.n.adult
0,0.949864048945835,5.421096474865379,5.46723343249929,1.78114690687572,1.83319441044184,0.822643370780098,0.8439319939489021,0.9535376350312972,1.18904300249727,1.33790105015592,64.145,0.17211006313820298,0.424584924779796,0.0107568789461377,0.11240159014732197,0.0573700210460675,0.0570582274534258,0.0148101956504794,0.0647751188713072,0.0306337204770442,0.0554992594902175,4,3,4
1,0.949864048945835,5.421096474865379,5.46723343249929,1.78114690687572,1.83319441044184,0.822643370780098,0.8439319939489021,0.9535376350312972,1.18904300249727,1.33790105015592,32.075,0.22556508183943905,0.123304754481684,0.0698363211223694,0.17755261106780998,0.0494154325798909,0.0168355416991426,0.0939984411535464,0.0520654715510522,0.0346063912704599,0.156819953234606,2,1,1
2,0.949864048945835,5.421096474865379,5.46723343249929,1.78114690687572,1.83319441044184,0.822643370780098,0.8439319939489021,0.9535376350312972,1.18904300249727,1.33790105015592,65.285,0.147660258864977,0.261392356590335,0.0306349084782109,0.158995175001915,0.00850118710270353,0.0520793444129586,0.0964999617063644,0.0858543310101861,0.0153174542391055,0.143065022593245,2,1,2
3,0.9543789905080942,5.3407086269530994,5.50556052716117,1.7350785157046202,1.86780478039704,0.781324338539563,0.8352271716474841,0.9449367897292872,1.14176967391662,1.32470188835557,57.535,0.121317458938038,0.243330146867124,0.117928217606674,0.17702268184583306,0.0129486399582863,0.0258972799165725,0.111844963934996,0.0250282436777614,0.0253758581732858,0.13930650908142905,3,1,2
4,0.9543789905080942,5.3407086269530994,5.50556052716117,1.7350785157046202,1.86780478039704,0.781324338539563,0.8352271716474841,0.9449367897292872,1.14176967391662,1.32470188835557,38.345,0.141609075498761,0.213978354413874,0.0754987612465771,0.184248272264963,0.00521580388577389,0.0468118398748207,0.169904811579085,0.0504629025948624,0.0551571260920589,0.0571130525492242,3,0,3
5,0.863875053185225,5.09208154572163,5.45551476618904,1.68695531504501,1.80493090020054,0.759818862094678,0.8268196771420109,0.9314372482815508,1.08723013106157,1.29536000344933,39.255,0.20430518405298695,0.26225958476627204,0.0227996433575341,0.145459177174882,0.0398675327983696,0.0389759266335499,0.0719653547318813,0.0875047764615972,0.0220354095019743,0.104827410520953,1,0,2
6,0.957177121088605,5.5438306044383205,5.653300670897878,1.8229535986041,1.81979363557668,0.83663394901658,0.893334523029902,0.9473138921844828,1.22346777814149,1.33419077064064,40.71,0.206091869319577,0.0643576516826333,0.00454433800049128,0.15241955293539702,0.0677966101694915,0.116310488823385,0.23728813559322,0.0819209039548023,0.0202652910832719,0.0490051584377303,2,1,3
7,0.957177121088605,5.5438306044383205,5.653300670897878,1.8229535986041,1.81979363557668,0.83663394901658,0.893334523029902,0.9473138921844828,1.22346777814149,1.33419077064064,106.78,0.178638321783105,0.378207529499906,0.0829743397640007,0.0491665105825061,0.0148436036710995,0.0214459636636074,0.0749203970781045,0.0927608166323282,0.00931822438658925,0.0977242929387526,1,0,1
8,0.957177121088605,5.5438306044383205,5.653300670897878,1.8229535986041,1.81979363557668,0.83663394901658,0.893334523029902,0.9473138921844828,1.22346777814149,1.33419077064064,27.45,0.16302367941712198,0.124225865209472,0.026775956284153,0.119854280510018,0.0364298724954463,0.0351548269581057,0.0981785063752277,0.35100182149362497,0.0147540983606557,0.0306010928961749,0,1,1
9,0.957177121088605,5.5438306044383205,5.653300670897878,1.8229535986041,1.81979363557668,0.83663394901658,0.893334523029902,0.9473138921844828,1.22346777814149,1.33419077064064,38.865,0.16660234143831198,0.23581628714781894,0.0380805351858999,0.12504824392126598,0.0257300913418243,0.0268879454522064,0.139843046442815,0.0128650456709121,0.148076675672199,0.0810497877267464,2,2,2
10,0.9396927583294952,5.43992766570423,5.600669585480619,1.75350573551126,1.9274905803679496,0.8092398119150249,0.837245547046808,0.945789874364886,1.1550300265972702,1.32937999025361,89.695,0.253247115223814,0.138747979263058,0.00557444673616144,0.25207648140922,0.0100897485924522,0.0510061876358771,0.0676180389096382,0.0360666703829645,0.0424772841295501,0.143096047717264,2,1,2
11,0.9396927583294952,5.43992766570423,5.600669585480619,1.75350573551126,1.9274905803679496,0.8092398119150249,0.837245547046808,0.945789874364886,1.1550300265972702,1.32937999025361,31.6,0.0943037974683544,0.107753164556962,0.161075949367089,0.332753164556962,0.0332278481012658,0.0680379746835443,0.0705696202531646,0.00965189873417721,0.0294303797468354,0.0931962025316456,0,0,1
12,0.8331426946065099,4.91353618975541,5.26596322896771,1.67982293352631,1.75218351335605,0.7332430469669291,0.8011946005619829,0.9147067082126992,1.08090271487165,1.27869734142294,59.43,0.11273767457513,0.201329294968871,0.0673060743732122,0.112485276796231,0.0535083291267037,0.0833753996298166,0.141679286555612,0.00294464075382803,0.0257445734477537,0.198889449772842,1,1,2
13,0.8138782775587,4.7772185459924295,5.15148088771224,1.6743892792243895,1.7433120534783302,0.7318312345741309,0.78857501087904,0.879955143702042,1.0661467694082,1.2829962934264498,75.13,0.164914148808732,0.195993611074138,0.0781312391854119,0.174164781046187,0.0287501663782776,0.0719419672567549,0.128444030347398,0.0447224810328763,0.0308798083322241,0.0820577665380008,0,0,2
14,0.8138782775587,4.7772185459924295,5.15148088771224,1.6743892792243895,1.7433120534783302,0.7318312345741309,0.78857501087904,0.879955143702042,1.0661467694082,1.2829962934264498,92.425,0.16245604544225,0.269299431971869,0.0582093589396808,0.141628347308629,0.0130916959697052,0.0674060048688125,0.187503381119827,0.0331079253448742,0.0378685420611306,0.0294292669732215,1,1,1
15,0.8138782775587,4.7772185459924295,5.15148088771224,1.6743892792243895,1.7433120534783302,0.7318312345741309,0.78857501087904,0.879955143702042,1.0661467694082,1.2829962934264498,55.875,0.16098434004474302,0.308187919463087,0.0513646532438479,0.157046979865772,0.0159284116331096,0.0047427293064877,0.172080536912752,0.058076062639820986,0.00894854586129754,0.0626398210290828,2,2,2
16,0.959195230345876,5.526348173158191,5.67864842315235,1.79940127725178,1.76627585009565,0.837848362573462,0.876727371744391,0.960759452849954,1.23130035516891,1.3429946713876495,57.135,0.184037805198215,0.12829264023803302,0.0749103001662729,0.116566027828826,0.0281788745952569,0.0939004113065547,0.14763279950993302,0.0514570753478603,0.0298416032204428,0.14518246258860598,0,0,3
17,0.959195230345876,5.526348173158191,5.67864842315235,1.79940127725178,1.76627585009565,0.837848362573462,0.876727371744391,0.960759452849954,1.23130035516891,1.3429946713876495,37.27,0.339549235309901,0.0643949557284679,0.115910920311242,0.0335390394419104,0.10182452374564,0.0540649315803595,0.105178427689831,0.108129863160719,0.0186477059297022,0.05876039710222701,2,0,3
18,0.952732402156416,5.4784065159483095,5.516566121334961,1.75155303451055,1.87607631530745,0.80111579836935,0.842096413192385,0.943666345166696,1.1721068631952198,1.32826926130198,33.1,0.162537764350453,0.095166163141994,0.0232628398791541,0.168580060422961,0.0167673716012085,0.21616314199395806,0.119939577039275,0.0516616314199396,0.0519637462235649,0.0939577039274924,0,0,1
19,0.952732402156416,5.4784065159483095,5.516566121334961,1.75155303451055,1.87607631530745,0.80111579836935,0.842096413192385,0.943666345166696,1.1721068631952198,1.32826926130198,121.095,0.187951608241463,0.2762294066641889,0.015483711135885,0.111276270696561,0.0384821834097196,0.0331144968826128,0.0990131714769396,0.1364631074776,0.0263016639828234,0.0756843800322061,0,0,2
20,0.90457611369294,5.13050578070344,5.35144295019785,1.72362019097481,1.89482250186533,0.783205454238978,0.8354008513923109,0.925789258489996,1.11258090403617,1.31256923231952,91.42,0.19311966746882506,0.193994749507766,0.0202362721505141,0.18568147013782504,0.0177751039159921,0.106431852986217,0.17014876394662,0.0153139356814701,0.040855392693065005,0.0564427915117042,2,2,2
