bootstrap_sample,n_node,cv_loss
47,15,0.0029503264818563613
48,5,0.002982702434008706
48,6,0.0029857416130891702
48,7,0.0029859452042728662
48,8,0.0029865607474614114
48,9,0.0029826701971367724
48,10,0.0029840181305896022
48,11,0.0029837565984830116
48,12,0.0029808023189492887
48,13,0.002984627902742873
48,14,0.0029836788579134395
48,15,0.002984409313196841
49,5,0.0029354939704025773
49,6,0.0029375016121035917
49,7,0.0029376023573029707
49,8,0.0029375614687466665
49,9,0.0029340486885578378
49,10,0.0029373622976342716
49,11,0.002936043292306562
49,12,0.0029345151244439456
49,13,0.002934504788567382
49,14,0.0029357505418793196
49,15,0.002936996024025302
50,5,0.002911448389625506
50,6,0.002913045320326133
50,7,0.002912888019266775
50,8,0.0029138660607476137
50,9,0.0029104742014072565
50,10,0.0029126031461823507
50,11,0.002911332994699478
50,12,0.002909777113225212
50,13,0.0029121667843483405
50,14,0.0029132873238206414
50,15,0.002913361506031479
51,5,0.002967457060646502
51,6,0.0029705183995875272
51,7,0.002969075642373271
51,8,0.002970018112154056
51,9,0.0029652808426430264
51,10,0.0029681467454808533
51,11,0.002967079215996107
51,12,0.0029649874636668468
51,13,0.0029670615139820345
51,14,0.0029651201189611967
51,15,0.0029686633994893885
52,5,0.003017673541408186
52,6,0.003019842731271516
52,7,0.0030198982525427615
52,8,0.0030208022995571924
52,9,0.0030144352487578444
52,10,0.003017555565578285
52,11,0.0030182694236358804
52,12,0.003013791299875418
52,13,0.0030159080698607447
52,14,0.0030145194008222736
52,15,0.0030189962265484184
53,5,0.0029081152039094455
53,6,0.002909999536412121
53,7,0.002909739743165937
53,8,0.0029098440827313426
53,9,0.0029083245884090427
53,10,0.0029096777542174813
53,11,0.0029083457536829243
53,12,0.0029074923788501043
53,13,0.0029087336912174103
53,14,0.0029103795523716517
53,15,0.0029095765907764257
54,5,0.003041207763248856
54,6,0.003043999859285586
54,7,0.0030437819478870594
54,8,0.003044738689690684
54,9,0.003040346678671906
54,10,0.003043472893463755
54,11,0.003042041525262797
54,12,0.0030393471751470587
54,13,0.0030427626153291427
54,14,0.003042620660972248
54,15,0.0030430715386439294
55,5,0.002977070307245152
55,6,0.0029780527390370418
55,7,0.002977926955208056
55,8,0.002977516180184133
55,9,0.002974147120911486
55,10,0.002977417779128563
55,11,0.002976649448299258
55,12,0.0029747333886132304
55,13,0.0029741188591354043
55,14,0.002975214590605626
55,15,0.0029762736109871166
56,5,0.0029210144557173887
56,6,0.0029227548312149867
56,7,0.002922086451577191
56,8,0.0029230788210491514
56,9,0.002919748262459946
56,10,0.0029199148812018186
56,11,0.0029208638259959376
56,12,0.0029212051120020904
56,13,0.0029214979941956133
56,14,0.0029201611446646545
56,15,0.0029213014731453288
57,5,0.0029288108254639576
57,6,0.0029315282456361903
57,7,0.0029317307411334836
57,8,0.0029324475416125585
57,9,0.002927352436997283
57,10,0.0029300945775153544
57,11,0.0029302052526663127
57,12,0.0029267778154462576
57,13,0.002929365522084901
57,14,0.002928540128498123
57,15,0.002930710293674985
58,5,0.0029549956606524435
58,6,0.0029571299902547937
58,7,0.0029550517922045166
58,8,0.002956819433906893
58,9,0.0029512757065190453
58,10,0.002954164043564452
58,11,0.002954445747567472
58,12,0.0029519634554874643
58,13,0.002951985624952054
58,14,0.002951037960229527
58,15,0.0029547138534064777
59,5,0.0029732048633344817
59,6,0.0029722648414615164
59,7,0.0029731358378110822
59,8,0.0029730435033532452
59,9,0.0029722839402504435
59,10,0.002971187551598217
59,11,0.0029719830818892663
59,12,0.0029705895687895186
59,13,0.0029717195276148713
59,14,0.0029740119213850337
59,15,0.0029734852965787643
60,5,0.0029786667595721452
60,6,0.0029814508365603207
60,7,0.0029801043730136962
60,8,0.0029801512276163627
60,9,0.0029773545548697515
60,10,0.0029803991250864663
60,11,0.0029783898396288228
60,12,0.0029779648256258264
60,13,0.0029784827837388904
60,14,0.0029777358257980072
60,15,0.0029791835268344518
61,5,0.0029050296814357108
61,6,0.0029072832718195097
61,7,0.0029060740548244738
61,8,0.002906892798119434
61,9,0.00290251467957276
61,10,0.002905364516233136
61,11,0.0029047787040555936
61,12,0.0029027271838914658
61,13,0.0029048869131809776
61,14,0.002904030869997389
61,15,0.0029056171081853926
62,5,0.002934419986262989
62,6,0.0029366506696391665
62,7,0.002935792132626878
62,8,0.0029360070392123816
62,9,0.0029341325524443107
62,10,0.0029362381004267453
62,11,0.002934857932343535
62,12,0.0029329086541304648
62,13,0.002934498791284703
62,14,0.002935480898946194
62,15,0.0029362881112228443
63,5,0.0028902500520880314
63,6,0.0028931453239684013
63,7,0.0028929550054610943
63,8,0.002893826056856151
63,9,0.002890024265712675
63,10,0.002891486547156876
63,11,0.002890616888180375
63,12,0.00288892880209959
63,13,0.002890986805854767
63,14,0.002890627721653265
63,15,0.0028922506060232132
64,5,0.0029364612043036387
64,6,0.00294017740508464
64,7,0.002937899760715551
64,8,0.0029396139552076857
64,9,0.0029343494104368544
64,10,0.0029363072748987014
64,11,0.0029363565656652358
64,12,0.002936195100771601
64,13,0.0029367561132948557
64,14,0.0029339525604989963
64,15,0.0029368558481746567
65,5,0.0029461725769444483
65,6,0.0029504669942450766
65,7,0.002947322346896893
65,8,0.0029501370926718795
65,9,0.0029444761962134185
65,10,0.0029451855117130607
65,11,0.0029463994629049858
65,12,0.00294598042609299
65,13,0.0029474437088974547
65,14,0.0029438796429839295
65,15,0.002947053538084137
66,5,0.00294106246822161
66,6,0.0029433495229453715
66,7,0.00294269714052382
66,8,0.0029431226690417355
66,9,0.00293975042685577
66,10,0.0029425025890463764
66,11,0.0029415438376656435
66,12,0.0029380698191020095
66,13,0.00294104078784585
66,14,0.002941398078901241
66,15,0.002942509734460596
67,5,0.0029374829966201245
67,6,0.0029402073583138207
67,7,0.002939793567730844
67,8,0.0029398611881189885
67,9,0.0029358186580716295
67,10,0.002939354291038537
67,11,0.0029379938869230383
67,12,0.002936245622905962
67,13,0.0029373565114083444
67,14,0.002937677891721162
67,15,0.0029384323477880934
68,5,0.003004061567054978
68,6,0.003004932712151933
68,7,0.0030053394407367527
68,8,0.0030049589893488744
68,9,0.0030034825678414375
68,10,0.003005750248236443
68,11,0.0030044951274601824
68,12,0.003001760121768535
68,13,0.0030038851797024708
68,14,0.0030066914500585244
68,15,0.0030060760269580936
69,5,0.002998238950403351
69,6,0.003002420361859329
69,7,0.0029998562487801817
69,8,0.003002467343132153
69,9,0.0029960485742512076
69,10,0.0029999949325892057
69,11,0.002998150883411819
69,12,0.002997585568915714
69,13,0.0029991199406371877
69,14,0.002996344655244188
69,15,0.0029990437624016495
70,5,0.0030099143225562537
70,6,0.0030117679807283213
70,7,0.0030109691079363136
70,8,0.0030122198912949285
70,9,0.0030084362627789837
70,10,0.0030082127433613036
70,11,0.0030097965468178314
70,12,0.0030090452386123453
70,13,0.003010019533439008
70,14,0.0030088959167500033
70,15,0.0030101739464361973
71,5,0.0030188518907336226
71,6,0.003020759104717388
71,7,0.0030203018797539086
71,8,0.003020387665222747
71,9,0.0030165598924125894
71,10,0.0030187970190028468
71,11,0.0030187215167939304
71,12,0.0030156986569110527
71,13,0.0030177535477980792
71,14,0.0030179564510079394
71,15,0.0030194817363363075
72,5,0.00295414239191989
72,6,0.0029579734508556185
72,7,0.0029568123054349213
72,8,0.0029569333424875636
72,9,0.002953633828821448
72,10,0.0029575363040905125
72,11,0.0029556085639173817
72,12,0.0029520350363758936
72,13,0.0029540315965796288
72,14,0.0029551134352321564
72,15,0.002956505923562578
73,5,0.002972399183508105
73,6,0.0029753027906640243
73,7,0.0029744300537676033
73,8,0.002975138720383692
73,9,0.0029701286003103347
73,10,0.0029721833154798824
73,11,0.0029725362907958475
73,12,0.0029700034009869547
73,13,0.002973095607684541
73,14,0.0029709378179830293
73,15,0.0029727339549118935
74,5,0.003015552976974039
74,6,0.0030181824897780366
74,7,0.0030184158603188353
74,8,0.003019325912070735
74,9,0.003014476073383925
74,10,0.00301686875468147
74,11,0.003016825751873894
74,12,0.003012743550195282
74,13,0.0030165228572030718
74,14,0.0030164044555096668
74,15,0.003017364525357666
75,5,0.0029751405662932964
75,6,0.0029777398686068207
75,7,0.002977788098736067
75,8,0.002978543600832813
75,9,0.002974075101051491
75,10,0.002975760571928723
75,11,0.0029759374385266327
75,12,0.002974814543461151
75,13,0.002976379139922852
75,14,0.0029751055012949465
75,15,0.002976745660093211
76,5,0.0029599183564444622
76,6,0.0029615667463471014
76,7,0.002961510211700596
76,8,0.0029621267657592354
76,9,0.002958422979474606
76,10,0.002960089932431478
76,11,0.0029601120216076276
76,12,0.0029575355917619292
76,13,0.0029595318817006175
76,14,0.002960314524236573
76,15,0.0029605736136885294
77,5,0.003016503878267287
77,6,0.003017488007448282
77,7,0.003017047953329057
77,8,0.0030157420213785912
77,9,0.003014622932237211
77,10,0.003016396206562664
77,11,0.003015160370364821
77,12,0.003013702726695422
77,13,0.003015042601767412
77,14,0.0030162825776436663
77,15,0.003016345661299395
78,5,0.00296276409432212
78,6,0.00296353610978308
78,7,0.0029638634817469277
78,8,0.0029626921989405765
78,9,0.0029636972630202115
78,10,0.0029635910129704396
78,11,0.0029625732413635824
78,12,0.002962047703587492
78,13,0.0029629430904113685
78,14,0.0029652577939570466
78,15,0.0029648833424430485
79,5,0.0029248371809864272
79,6,0.0029263950508231153
79,7,0.002925890551593441
79,8,0.002926518724192507
79,9,0.0029224281136591276
79,10,0.002924652308977854
79,11,0.002923906700184139
79,12,0.0029224097737684273
79,13,0.002923659519113314
79,14,0.0029239220132764717
79,15,0.002925296143915218
80,5,0.002902651070275861
80,6,0.0029053513403769823
80,7,0.0029053747011455783
80,8,0.0029058886998232065
80,9,0.0029012203899955098
80,10,0.0029041580229699792
80,11,0.002903063171630616
80,12,0.00290042805307173
80,13,0.0029029725718823602
80,14,0.00290275546880061
80,15,0.0029043779913776034
81,5,0.0030315276942978362
81,6,0.0030335975788376122
81,7,0.003033681345253823
81,8,0.0030330779405136304
81,9,0.003029842511680416
81,10,0.003031197052133858
81,11,0.0030322104155049404
81,12,0.0030285182627047386
81,13,0.003030555662797522
81,14,0.003030483081677979
81,15,0.003031972337941839
82,5,0.002998002069059728
82,6,0.0029984651563216167
82,7,0.0029992437582445092
82,8,0.0029990917789524535
82,9,0.0029976722931715737
82,10,0.002996906889748236
82,11,0.002998120499725502
82,12,0.002996133925633059
82,13,0.0029978957125260334
82,14,0.0029992117730297694
82,15,0.0029989262111485004
83,5,0.0029276728227030924
83,6,0.002931098394553487
83,7,0.002928401738209277
83,8,0.0029302080863562356
83,9,0.002926977033583805
83,10,0.002928679278459972
83,11,0.0029275806685291716
83,12,0.0029275826504426184
83,13,0.0029291673751299656
83,14,0.002926532201801838
83,15,0.002928845480711239
84,5,0.00292109393291861
84,6,0.0029250578343456876
84,7,0.0029241371248488776
84,8,0.0029242008933054705
84,9,0.0029206245254862345
84,10,0.0029239797379044486
84,11,0.0029218303311067673
84,12,0.0029209068750654077
84,13,0.0029230798983180817
84,14,0.0029220011833758076
84,15,0.002922572664905088
85,5,0.0029254941365561274
85,6,0.0029272909920092264
85,7,0.0029275862268354903
85,8,0.0029271077999675817
85,9,0.0029238974408170824
85,10,0.002926298359221819
85,11,0.00292523689879969
85,12,0.002923093908845166
85,13,0.0029248234394795157
85,14,0.0029260355936871333
85,15,0.0029265233649734103
86,5,0.002981666194348812
86,6,0.0029847515458498253
86,7,0.002983721437118277
86,8,0.002984568063004249
86,9,0.0029806925427159664
86,10,0.0029825844163564787
86,11,0.0029824302293637505
86,12,0.0029800178746984644
86,13,0.002982283335029274
86,14,0.002981474472149437
86,15,0.002982890251006524
87,5,0.0029594267939438332
87,6,0.0029610895520976715
87,7,0.0029608858821986318
87,8,0.002960494257420212
87,9,0.002958567886034379
87,10,0.002960217697685724
87,11,0.0029589794302085142
87,12,0.0029576231132599864
87,13,0.002959590141770539
87,14,0.002960563603755053
87,15,0.002960656493253357
88,5,0.0029312759979956892
88,6,0.002935300585811
88,7,0.0029337408201885198
88,8,0.002935208540989694
88,9,0.0029320183634839224
88,10,0.002933159525416507
88,11,0.002932239298611148
88,12,0.002931987151203464
88,13,0.0029337021958270194
88,14,0.0029323917186324304
88,15,0.002933995391234873
89,5,0.0030212344521117593
89,6,0.0030230345563553476
89,7,0.0030228381989319537
89,8,0.0030222264959138176
89,9,0.0030199853928537606
89,10,0.0030206533941541285
89,11,0.003021070583561104
89,12,0.0030189352347183506
89,13,0.0030211828737768
89,14,0.0030205521396087305
89,15,0.003020934019251149
90,5,0.003041611738622063
90,6,0.003041590189008521
90,7,0.00304144967220436
90,8,0.0030409993934675385
90,9,0.0030396548796341777
90,10,0.0030401676238275195
90,11,0.003040490469213382
90,12,0.0030398911443191823
90,13,0.0030389494977136502
90,14,0.003040348430163035
90,15,0.0030414625694492182
91,5,0.0029834799965526657
91,6,0.002985539723009856
91,7,0.0029845879677651197
91,8,0.0029848409346971694
91,9,0.0029820671152309807
91,10,0.0029841009752580956
91,11,0.002984155004791633
91,12,0.0029816794827024168
91,13,0.002982747076749528
91,14,0.0029836078077518226
91,15,0.0029840616719065418
92,5,0.0029344980734702653
92,6,0.0029361919237051353
92,7,0.0029351765301698692
92,8,0.0029357717514590814
92,9,0.002934142136923852
92,10,0.002935008792963836
92,11,0.0029332853297043514
92,12,0.0029347078937619242
92,13,0.0029350749404586413
92,14,0.0029348497086882017
92,15,0.0029347969822369883
